scientificName,nameJa,assetId,status,author,source,photoUrl,licenseName,licenseUrl,credit
Oncorhynchus mykiss,ニジマス,commons-11166221,primary_candidate,Jonathunder,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Trout.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Trout [Oncorhynchus mykiss] — Jonathunder / Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:Trout.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oncorhynchus mykiss,ニジマス,inat-515352562,supplementary_only,Mike Heine,iNaturalist,https://www.inaturalist.org/photos/515352562,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Oncorhynchus mykiss [Oncorhynchus mykiss] — Mike Heine / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/515352562. Original attribution: (c) Mike Heine, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Oniscus asellus,,inat-5656249,primary_candidate,Katja Schulz,iNaturalist,https://www.inaturalist.org/photos/5656249,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Oniscus asellus [Oniscus asellus] — Katja Schulz / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/5656249. Original attribution: (c) Katja Schulz, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Onoclea sensibilis,コウヤワラビ(広義),commons-126704585,primary_candidate,"Krzysztof Ziarnek, Kenraiz",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Onoclea_sensibilis_kz09.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Onoclea sensibilis kz09 [Onoclea sensibilis] — Krzysztof Ziarnek, Kenraiz / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Onoclea_sensibilis_kz09.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Onoclea sensibilis,コウヤワラビ(広義),commons-27186100,supplementary_only,peganum,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Onoclea_sensibilis_3.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Onoclea sensibilis 3 [Onoclea sensibilis] — peganum / Wikimedia Commons, CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0); source: https://commons.wikimedia.org/wiki/File:Onoclea_sensibilis_3.jpg. Original attribution: https://www.flickr.com/photos/peganum/7163941421/. Resized and re-encoded; no subject alteration."
Onoclea sensibilis,コウヤワラビ(広義),inat-200080819,supplementary_only,Laura Clark,iNaturalist,https://www.inaturalist.org/photos/200080819,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Onoclea sensibilis [Onoclea sensibilis] — Laura Clark / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/200080819. Original attribution: (c) Laura Clark, some rights reserved (CC BY), uploaded by Laura Clark. Resized and re-encoded; no subject alteration."
Oophaga pumilio,イチゴヤドクガエル,commons-157299487,primary_candidate,Rhododendrites,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Strawberry_poison_dart_frog_(70539).jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Strawberry poison dart frog (70539) [Oophaga pumilio] — Rhododendrites / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Strawberry_poison_dart_frog_(70539).jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oophaga pumilio,イチゴヤドクガエル,inat-339638448,primary_candidate,Jackcsmall,iNaturalist,https://www.inaturalist.org/photos/339638448,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,"Oophaga pumilio [Oophaga pumilio] — Jackcsmall / iNaturalist, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/339638448. Original attribution: (c) Jackcsmall, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Ophiocordyceps unilateralis,タイワンアリタケ,commons-103132726,supplementary_only,"Wei D-P, Wanasinghe DN, Hyde KD, Mortimer PE, Xu J, Xiao Y-P, Bhunjun CS, To-anun C (2019) The genus Simplicillium . MycoKeys 60: 69-92. https://doi.org/10.3897/mycokeys.60.38040",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ophiocordyceps_unilateralis_(10.3897-mycokeys.60.38040)_Figure_6.jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"Ophiocordyceps unilateralis (10.3897-mycokeys.60.38040) Figure 6 [Ophiocordyceps unilateralis] — Wei D-P, Wanasinghe DN, Hyde KD, Mortimer PE, Xu J, Xiao Y-P, Bhunjun CS, To-anun C (2019) The genus Simplicillium . MycoKeys 60: 69-92. https://doi.org/10.3897/mycokeys.60.38040 / Wikimedia Commons, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Ophiocordyceps_unilateralis_(10.3897-mycokeys.60.38040)_Figure_6.jpeg. Original attribution: https://mycokeys.pensoft.net/article/38040/list/2/ (license). Resized and re-encoded; no subject alteration."
Ophiocordyceps unilateralis,タイワンアリタケ,commons-17917778,primary_candidate,"David P. Hughes, Maj-Britt Pontoppidan",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ophiocordyceps_unilateralis.png,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,"Ophiocordyceps unilateralis [Ophiocordyceps unilateralis] — David P. Hughes, Maj-Britt Pontoppidan / Wikimedia Commons, CC BY 2.5 (https://creativecommons.org/licenses/by/2.5); source: https://commons.wikimedia.org/wiki/File:Ophiocordyceps_unilateralis.png. Original attribution: https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0004835. Resized and re-encoded; no subject alteration."
Ophiophagus hannah,キングコブラ,commons-25482569,primary_candidate,"Michael Allen Smith from Seattle, USA",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:12_-_The_Mystical_King_Cobra_and_Coffee_Forests.jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"12 - The Mystical King Cobra and Coffee Forests [Ophiophagus hannah] — Michael Allen Smith from Seattle, USA / Wikimedia Commons, CC BY-SA 2.0 (https://creativecommons.org/licenses/by-sa/2.0); source: https://commons.wikimedia.org/wiki/File:12_-_The_Mystical_King_Cobra_and_Coffee_Forests.jpg. Original attribution: 12 - The Mystical King Cobra and Coffee Forests. Resized and re-encoded; no subject alteration."
Ophiophagus hannah,キングコブラ,inat-157899882,primary_candidate,Lawrence Hylton,iNaturalist,https://www.inaturalist.org/photos/157899882,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Ophiophagus hannah [Ophiophagus hannah] — Lawrence Hylton / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/157899882. Original attribution: (c) Lawrence Hylton, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Orcinus orca,シャチ,inat-282690764,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/282690764,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Orcinus orca [Orcinus orca] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/282690764. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Oreamnos americanus,シロイワヤギ,commons-75878318,primary_candidate,Adam Schneider,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Mountain_Goat,_Enchantments_Basin.jpg",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Mountain Goat, Enchantments Basin [Oreamnos americanus] — Adam Schneider / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Mountain_Goat,_Enchantments_Basin.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oreamnos americanus,シロイワヤギ,inat-213998499,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/213998499,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Oreamnos americanus [Oreamnos americanus] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/213998499. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Ornithorhynchus anatinus,カモノハシ,commons-143656029,primary_candidate,Charles J. Sharp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Duck-billed_platypus_(Ornithorhynchus_anatinus)_Scottsdale.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Duck-billed platypus (Ornithorhynchus anatinus) Scottsdale [Ornithorhynchus anatinus] — Charles J. Sharp / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Duck-billed_platypus_(Ornithorhynchus_anatinus)_Scottsdale.jpg. Original attribution: Own work , from Sharp Photography, sharpphotography.co.uk. Resized and re-encoded; no subject alteration."
Orycteropus afer,ツチブタ,commons-134253363,primary_candidate,Kelly Abram,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Orycteropus_afer_175359469.jpg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"Orycteropus afer 175359469 [Orycteropus afer] — Kelly Abram / Wikimedia Commons, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Orycteropus_afer_175359469.jpg. Original attribution: https://www.inaturalist.org/photos/175359469. Resized and re-encoded; no subject alteration."
Orycteropus afer,ツチブタ,inat-175359469,primary_candidate,Kelly Abram,iNaturalist,https://www.inaturalist.org/photos/175359469,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Orycteropus afer [Orycteropus afer] — Kelly Abram / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/175359469. Original attribution: no rights reserved, uploaded by Kelly Abram. Resized and re-encoded; no subject alteration."
Oryctolagus cuniculus,アナウサギ,commons-185806418,primary_candidate,euqirneto,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oryctolagus_cuniculus_-_euqirneto_-_419737670_(cropped).jpeg,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"Oryctolagus cuniculus - euqirneto - 419737670 (cropped) [Oryctolagus cuniculus] — euqirneto / Wikimedia Commons, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Oryctolagus_cuniculus_-_euqirneto_-_419737670_(cropped).jpeg. Original attribution: https://www.inaturalist.org/photos/419737670. Resized and re-encoded; no subject alteration."
Oryctolagus cuniculus,アナウサギ,inat-137362674,primary_candidate,Alexis Lours,iNaturalist,https://www.inaturalist.org/photos/137362674,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Oryctolagus cuniculus [Oryctolagus cuniculus] — Alexis Lours / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/137362674. Original attribution: (c) Alexis Lours, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Oryza sativa,イネ,commons-147107216,supplementary_only,Myrmux,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Frisch_gepflanzte_Reissetzlinge_im_Nassreisanbau.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Frisch gepflanzte Reissetzlinge im Nassreisanbau [Oryza sativa] — Myrmux / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Frisch_gepflanzte_Reissetzlinge_im_Nassreisanbau.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oryza sativa,イネ,commons-88656156,supplementary_only,Augustus Binu : flickr : Instagram,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Mature_Rice_(India)_by_Augustus_Binu.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Mature Rice (India) by Augustus Binu [Oryza sativa] — Augustus Binu : flickr : Instagram / Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:Mature_Rice_(India)_by_Augustus_Binu.jpg. Original attribution: Augustus Binu. Resized and re-encoded; no subject alteration."
Oryza sativa,イネ,commons-95182660,supplementary_only,Vyacheslav Argenberg,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Kanchanaburi,_Thailand,_Asian_rice_(Oryza_sativa)_grass.jpg",CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"Kanchanaburi, Thailand, Asian rice (Oryza sativa) grass [Oryza sativa] — Vyacheslav Argenberg / Wikimedia Commons, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Kanchanaburi,_Thailand,_Asian_rice_(Oryza_sativa)_grass.jpg. Original attribution: © Vyacheslav Argenberg. Resized and re-encoded; no subject alteration."
Oryza sativa,イネ,inat-463769389,supplementary_only,Utain Pummarin,iNaturalist,https://www.inaturalist.org/photos/463769389,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Oryza sativa [Oryza sativa] — Utain Pummarin / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/463769389. Original attribution: (c) Utain Pummarin, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Osmunda regalis,ロイヤルファーン,commons-149043633,primary_candidate,E Wusk,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Osmunda_regalis_Mimizan.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Osmunda regalis Mimizan [Osmunda regalis] — E Wusk / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Osmunda_regalis_Mimizan.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Osmunda regalis,ロイヤルファーン,inat-576090079,primary_candidate,zebedeugalinha,iNaturalist,https://www.inaturalist.org/photos/576090079,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Osmunda regalis [Osmunda regalis] — zebedeugalinha / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/576090079. Original attribution: (c) zebedeugalinha, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Osphranter rufus,アカカンガルー,inat-695512003,supplementary_only,Jan Ebr & Ivana Ebrová,iNaturalist,https://www.inaturalist.org/photos/695512003,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Osphranter rufus [Osphranter rufus] — Jan Ebr & Ivana Ebrová / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/695512003. Original attribution: (c) Jan Ebr & Ivana Ebrová, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Ovibos moschatus,ジャコウウシ,commons-134289609,primary_candidate,Charles J. Sharp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Muskox_(Ovibos_moschatus)_male_Dovrefjell_4.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Muskox (Ovibos moschatus) male Dovrefjell 4 [Ovibos moschatus] — Charles J. Sharp / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Muskox_(Ovibos_moschatus)_male_Dovrefjell_4.jpg. Original attribution: Own work , from Sharp Photography, sharpphotography.co.uk. Resized and re-encoded; no subject alteration."
Ovibos moschatus,ジャコウウシ,inat-230366462,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/230366462,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Ovibos moschatus [Ovibos moschatus] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/230366462. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Ovis aries,ヒツジ,inat-632127459,primary_candidate,Christopher Stephens,iNaturalist,https://www.inaturalist.org/photos/632127459,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,"Ovis aries [Ovis aries] — Christopher Stephens / iNaturalist, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/632127459. Original attribution: (c) Christopher Stephens, some rights reserved (CC BY-SA), uploaded by Christopher Stephens. Resized and re-encoded; no subject alteration."
Ovis canadensis,ビッグホーン,commons-28291925,primary_candidate,Jwanamaker,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:New_Mexico_Bighorn_Sheep.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"New Mexico Bighorn Sheep [Ovis canadensis] — Jwanamaker / Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:New_Mexico_Bighorn_Sheep.JPG. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Ovis canadensis,ビッグホーン,inat-236198920,primary_candidate,Marilynn Miller,iNaturalist,https://www.inaturalist.org/photos/236198920,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Ovis canadensis [Ovis canadensis] — Marilynn Miller / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/236198920. Original attribution: (c) Marilynn Miller, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Oxalis acetosella,コミヤマカタバミ,commons-103865789,primary_candidate,Syrio,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oxalis_acetosella_Rio_Carpine_02.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Oxalis acetosella Rio Carpine 02 [Oxalis acetosella] — Syrio / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Oxalis_acetosella_Rio_Carpine_02.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oxalis acetosella,コミヤマカタバミ,commons-147130525,supplementary_only,"Agnieszka Kwiecień, Nova",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oxalis_acetosella_Szczawik_zaj%C4%99czy_2022-06-22_01.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Oxalis acetosella Szczawik zajęczy 2022-06-22 01 [Oxalis acetosella] — Agnieszka Kwiecień, Nova / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Oxalis_acetosella_Szczawik_zaj%C4%99czy_2022-06-22_01.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oxalis acetosella,コミヤマカタバミ,inat-35290200,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/35290200,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Oxalis acetosella [Oxalis acetosella] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/35290200. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Oxalis corniculata,カタバミ,commons-87340712,supplementary_only,Norio Nomura,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oxalis_corniculata23.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Oxalis corniculata23 [Oxalis corniculata] — Norio Nomura / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Oxalis_corniculata23.jpg. Original attribution: https://www.inaturalist.org/photos/7803080. Resized and re-encoded; no subject alteration."
Oxalis corniculata,カタバミ,commons-99265111,primary_candidate,"Krzysztof Ziarnek, Kenraiz",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oxalis_corniculata_kz03.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Oxalis corniculata kz03 [Oxalis corniculata] — Krzysztof Ziarnek, Kenraiz / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Oxalis_corniculata_kz03.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oxalis corniculata,カタバミ,inat-279196,supplementary_only,jacinta lluch valero,iNaturalist,https://www.inaturalist.org/photos/279196,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/,"Oxalis corniculata [Oxalis corniculata] — jacinta lluch valero / iNaturalist, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/279196. Original attribution: (c) jacinta lluch valero, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Oxalis pes-caprae,オオキバナカタバミ,commons-26066447,primary_candidate,Zachi Evenor,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:TAU-2013-Oxalis_0039a-ZachiEvenor.jpg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"TAU-2013-Oxalis 0039a-ZachiEvenor [Oxalis pes-caprae] — Zachi Evenor / Wikimedia Commons, CC BY 2.0 (https://creativecommons.org/licenses/by/2.0); source: https://commons.wikimedia.org/wiki/File:TAU-2013-Oxalis_0039a-ZachiEvenor.jpg. Original attribution: Flickr : https://www.flickr.com/photos/zachievenor/8736387982/in/set-72157625674893618/. Resized and re-encoded; no subject alteration."
Oxalis pes-caprae,オオキバナカタバミ,commons-7063872,supplementary_only,M ath K night and Zachi Evenor אביר המתמטיקה וצחי אבנור,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oxalis-pes-caprae-16c-Zachi-Evenor.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Oxalis-pes-caprae-16c-Zachi-Evenor [Oxalis pes-caprae] — M ath K night and Zachi Evenor אביר המתמטיקה וצחי אבנור / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Oxalis-pes-caprae-16c-Zachi-Evenor.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Oxalis pes-caprae,オオキバナカタバミ,inat-454705867,supplementary_only,portioid,iNaturalist,https://www.inaturalist.org/photos/454705867,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,"Oxalis pes-caprae [Oxalis pes-caprae] — portioid / iNaturalist, CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/454705867. Original attribution: (c) portioid, some rights reserved (CC BY), uploaded by portioid. Resized and re-encoded; no subject alteration."
Oxyura jamaicensis,アカオタテガモ,inat-709361035,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/709361035,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Oxyura jamaicensis [Oxyura jamaicensis] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/709361035. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Pachydiplax longipennis,,commons-211981,supplementary_only,Lea Maimone,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pachydiplax_longipennis_Blue_Dasher_1500px.jpg,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,"Pachydiplax longipennis Blue Dasher 1500px [Pachydiplax longipennis] — Lea Maimone / Wikimedia Commons, CC BY-SA 2.5 (https://creativecommons.org/licenses/by-sa/2.5); source: https://commons.wikimedia.org/wiki/File:Pachydiplax_longipennis_Blue_Dasher_1500px.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Pachydiplax longipennis,,commons-2337815,primary_candidate,Eugene Zelenko,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Pachydiplax_longipennis-Male-1.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Pachydiplax longipennis-Male-1 [Pachydiplax longipennis] — Eugene Zelenko / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Pachydiplax_longipennis-Male-1.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Pachydiplax longipennis,,inat-18560490,supplementary_only,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/18560490,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Pachydiplax longipennis [Pachydiplax longipennis] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/18560490. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Palomena prasina,,inat-42416410,primary_candidate,作者名未取得（CC0・出典参照）,iNaturalist,https://www.inaturalist.org/photos/42416410,CC0 1.0,https://creativecommons.org/publicdomain/zero/1.0/,"Palomena prasina [Palomena prasina] — 作者名未取得（CC0・出典参照） / iNaturalist, CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/42416410. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Pan paniscus,ボノボ,commons-24155733,supplementary_only,natataek,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apeldoorn_Apenheul_zoo_Bonobo.jpg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Apeldoorn Apenheul zoo Bonobo [Pan paniscus] — natataek / Wikimedia Commons, CC BY-SA 3.0 (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:Apeldoorn_Apenheul_zoo_Bonobo.jpg. Original attribution: Natataek at English Wikivoyage. Resized and re-encoded; no subject alteration."
Pan paniscus,ボノボ,commons-99170953,supplementary_only,DBeaune,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Les_bonobos_utilisent_certaines_feuilles_aux_vertus_pharmacologique_contre_leurs_parasites_intestinaux.jpg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"Les bonobos utilisent certaines feuilles aux vertus pharmacologique contre leurs parasites intestinaux [Pan paniscus] — DBeaune / Wikimedia Commons, CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Les_bonobos_utilisent_certaines_feuilles_aux_vertus_pharmacologique_contre_leurs_parasites_intestinaux.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
